#BeginHeader,57
#FormatType,NR-500\NORMAL
#FormatVersion,R4.00.00
タイトル,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
2021/11/17 13:59:40,610000,0.501,0.131,0.503,0.003,166.50,253.75,299.00,0.005
2021/11/17 13:59:40,620000,0.510,0.125,0.510,0.003,166.50,253.75,299.00,0.005
2021/11/17 13:59:40,630000,0.504,0.121,0.509,0.000,166.50,253.75,299.00,0.005
2021/11/17 13:59:40,640000,0.507,0.131,0.508,0.000,166.50,253.75,299.00,0.005
2021/11/17 13:59:40,650000,0.507,0.110,0.504,0.007,166.50,253.75,299.00,0.005
2021/11/17 13:59:40,660000,0.500,0.115,0.504,0.003,166.50,253.75,299.00,0.005
2021/11/17 13:59:40,670000,0.507,0.120,0.505,0.003,166.50,253.75,299.00,0.005
2021/11/17 13:59:40,680000,0.514,0.115,0.517,0.000,166.50,253.75,299.00,0.005
2021/11/17 13:59:40,690000,0.505,0.118,0.505,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,700000,0.508,0.120,0.518,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,710000,0.503,0.135,0.502,0.007,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,720000,0.506,0.117,0.504,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,730000,0.501,0.125,0.503,0.007,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,740000,0.510,0.114,0.516,0.007,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,750000,0.500,0.110,0.504,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,760000,0.503,0.122,0.510,0.003,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,770000,0.503,0.113,0.504,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,780000,0.503,0.120,0.502,0.003,166.45,253.75,298.95,0.004
2021/11/17 13:59:40,790000,0.507,0.115,0.505,0.003,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,800000,0.506,0.119,0.507,0.003,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,810000,0.500,0.115,0.505,0.003,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,820000,0.504,0.121,0.507,0.013,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,830000,0.505,0.122,0.504,0.000,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,840000,0.511,0.115,0.508,-0.003,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,850000,0.503,0.121,0.508,0.000,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,860000,0.500,0.119,0.501,0.007,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,870000,0.508,0.120,0.518,0.003,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,880000,0.507,0.135,0.508,0.003,166.50,253.70,298.95,0.004
2021/11/17 13:59:40,890000,0.503,0.110,0.511,0.007,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,900000,0.510,0.117,0.505,0.007,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,910000,0.504,0.116,0.506,0.000,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,920000,0.504,0.110,0.514,0.003,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,930000,0.503,0.117,0.505,0.007,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,940000,0.508,0.125,0.514,0.003,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,950000,0.510,0.120,0.507,0.000,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,960000,0.504,0.110,0.509,0.000,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,970000,0.505,0.115,0.507,0.000,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,980000,0.503,0.128,0.508,0.000,166.45,253.75,298.95,0.005
2021/11/17 13:59:40,990000,0.502,0.115,0.514,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,000000,0.513,0.116,0.508,0.013,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,010000,0.503,0.118,0.508,0.007,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,020000,0.504,0.121,0.505,0.000,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,030000,0.503,0.119,0.504,0.000,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,040000,0.500,0.115,0.505,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,050000,0.504,0.118,0.508,0.000,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,060000,0.502,0.115,0.511,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,070000,0.503,0.109,0.517,0.007,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,080000,0.510,0.122,0.504,0.000,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,090000,0.502,0.115,0.505,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,100000,0.517,0.117,0.503,0.007,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,110000,0.511,0.124,0.505,-0.003,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,120000,0.506,0.129,0.505,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,130000,0.500,0.112,0.504,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,140000,0.506,0.115,0.513,0.003,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,150000,0.508,0.110,0.504,0.003,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,160000,0.503,0.118,0.501,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,170000,0.511,0.116,0.505,0.007,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,180000,0.507,0.124,0.505,0.000,166.45,253.75,298.95,0.004
2021/11/17 13:59:41,190000,0.509,0.127,0.505,0.023,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,200000,0.509,0.118,0.507,0.023,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,210000,0.508,0.121,0.514,0.030,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,220000,0.504,0.117,0.508,0.007,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,230000,0.509,0.110,0.513,0.007,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,240000,0.502,0.122,0.503,0.007,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,250000,0.501,0.117,0.504,0.000,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,260000,0.509,0.114,0.509,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,270000,0.500,0.120,0.510,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,280000,0.506,0.112,0.508,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,290000,0.498,0.111,0.508,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,300000,0.513,0.127,0.505,0.007,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,310000,0.504,0.115,0.505,0.003,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,320000,0.498,0.121,0.510,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,330000,0.511,0.115,0.504,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,340000,0.501,0.129,0.503,-0.003,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,350000,0.503,0.120,0.503,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,360000,0.501,0.114,0.510,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,370000,0.516,0.120,0.504,0.003,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,380000,0.503,0.114,0.503,0.007,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,390000,0.510,0.107,0.511,0.030,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,400000,0.499,0.132,0.505,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,410000,0.503,0.130,0.510,0.000,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,420000,0.501,0.129,0.507,0.000,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,430000,0.501,0.127,0.504,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,440000,0.509,0.115,0.501,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,450000,0.503,0.117,0.509,-0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,460000,0.501,0.115,0.505,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,470000,0.503,0.108,0.508,0.003,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,480000,0.503,0.128,0.503,0.007,166.45,253.70,298.95,0.004
2021/11/17 13:59:41,490000,0.505,0.109,0.516,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,500000,0.505,0.117,0.505,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,510000,0.503,0.110,0.509,0.007,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,520000,0.505,0.128,0.505,0.020,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,530000,0.505,0.113,0.504,0.020,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,540000,0.500,0.121,0.507,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,550000,0.500,0.112,0.510,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,560000,0.505,0.117,0.508,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,570000,0.503,0.112,0.505,0.003,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,580000,0.503,0.123,0.509,0.007,166.40,253.70,298.90,0.005
2021/11/17 13:59:41,590000,0.503,0.120,0.503,0.003,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,600000,0.505,0.119,0.505,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,610000,0.505,0.115,0.504,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,620000,0.506,0.113,0.513,0.003,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,630000,0.515,0.116,0.504,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,640000,0.500,0.110,0.505,0.003,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,650000,0.505,0.116,0.506,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,660000,0.503,0.106,0.503,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,670000,0.508,0.117,0.508,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,680000,0.511,0.111,0.508,0.000,166.45,253.70,298.95,0.005
2021/11/17 13:59:41,690000,0.499,0.127,0.514,0.000,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,700000,0.510,0.130,0.505,0.007,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,710000,0.498,0.125,0.508,0.003,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,720000,0.505,0.134,0.504,0.007,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,730000,0.504,0.123,0.504,0.003,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,740000,0.505,0.110,0.505,0.000,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,750000,0.502,0.121,0.513,0.000,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,760000,0.500,0.115,0.513,0.003,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,770000,0.501,0.121,0.508,-0.003,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,780000,0.503,0.114,0.510,0.000,166.40,253.75,298.90,0.004
2021/11/17 13:59:41,790000,0.501,0.115,0.505,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,800000,0.505,0.120,0.506,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,810000,0.510,0.120,0.508,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,820000,0.503,0.120,0.514,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,830000,0.509,0.122,0.508,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,840000,0.508,0.120,0.505,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,850000,0.510,0.125,0.505,0.007,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,860000,0.500,0.115,0.505,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,870000,0.503,0.114,0.503,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,880000,0.500,0.126,0.516,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:41,890000,0.505,0.120,0.505,0.000,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,900000,0.511,0.123,0.513,0.003,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,910000,0.498,0.121,0.508,0.007,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,920000,0.507,0.115,0.508,0.000,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,930000,0.513,0.110,0.504,0.003,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,940000,0.503,0.120,0.503,0.003,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,950000,0.498,0.109,0.507,0.007,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,960000,0.510,0.123,0.502,0.003,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,970000,0.495,0.117,0.510,0.000,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,980000,0.500,0.121,0.513,0.007,166.45,253.70,298.90,0.005
2021/11/17 13:59:41,990000,0.502,0.125,0.507,0.007,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,000000,0.510,0.113,0.509,0.000,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,010000,0.503,0.120,0.503,0.003,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,020000,0.505,0.112,0.506,0.003,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,030000,0.505,0.117,0.505,0.003,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,040000,0.503,0.112,0.505,0.000,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,050000,0.503,0.112,0.507,0.000,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,060000,0.498,0.110,0.505,0.013,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,070000,0.502,0.122,0.505,0.010,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,080000,0.501,0.127,0.502,0.017,166.40,253.75,298.90,0.004
2021/11/17 13:59:42,090000,0.503,0.117,0.507,0.017,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,100000,0.504,0.114,0.505,0.010,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,110000,0.503,0.115,0.506,0.007,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,120000,0.500,0.131,0.504,-0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,130000,0.509,0.122,0.504,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,140000,0.506,0.120,0.508,0.007,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,150000,0.503,0.118,0.505,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,160000,0.504,0.115,0.505,0.013,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,170000,0.505,0.123,0.508,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,180000,0.510,0.120,0.505,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,190000,0.504,0.111,0.504,0.007,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,200000,0.502,0.130,0.502,0.003,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,210000,0.503,0.119,0.500,0.003,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,220000,0.504,0.129,0.505,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,230000,0.505,0.126,0.505,0.010,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,240000,0.502,0.131,0.500,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,250000,0.506,0.114,0.505,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,260000,0.507,0.111,0.515,-0.003,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,270000,0.504,0.119,0.504,0.000,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,280000,0.503,0.117,0.509,0.007,166.40,253.70,298.90,0.005
2021/11/17 13:59:42,290000,0.511,0.101,0.512,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,300000,0.507,0.112,0.508,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,310000,0.501,0.115,0.506,0.007,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,320000,0.500,0.121,0.505,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,330000,0.505,0.125,0.514,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,340000,0.501,0.123,0.504,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,350000,0.513,0.121,0.505,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,360000,0.505,0.122,0.516,0.007,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,370000,0.502,0.116,0.512,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,380000,0.500,0.118,0.506,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,390000,0.502,0.115,0.507,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,400000,0.502,0.112,0.510,-0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,410000,0.507,0.110,0.504,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,420000,0.502,0.126,0.507,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,430000,0.503,0.119,0.508,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,440000,0.511,0.105,0.507,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,450000,0.508,0.118,0.505,0.007,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,460000,0.503,0.120,0.506,0.003,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,470000,0.500,0.115,0.507,0.000,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,480000,0.503,0.110,0.505,0.007,166.40,253.70,298.90,0.004
2021/11/17 13:59:42,490000,0.501,0.129,0.505,0.000,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,500000,0.513,0.118,0.498,0.000,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,510000,0.501,0.113,0.505,0.000,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,520000,0.508,0.128,0.505,0.000,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,530000,0.513,0.110,0.505,0.010,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,540000,0.503,0.116,0.513,0.007,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,550000,0.510,0.116,0.508,0.007,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,560000,0.500,0.114,0.513,0.003,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,570000,0.503,0.123,0.504,0.000,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,580000,0.513,0.119,0.506,0.013,166.40,253.70,298.85,0.005
2021/11/17 13:59:42,590000,0.502,0.114,0.511,0.013,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,600000,0.501,0.116,0.519,0.013,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,610000,0.500,0.112,0.509,0.013,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,620000,0.503,0.134,0.507,0.007,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,630000,0.500,0.120,0.516,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,640000,0.503,0.115,0.507,0.003,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,650000,0.499,0.119,0.508,0.003,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,660000,0.507,0.118,0.503,0.007,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,670000,0.500,0.132,0.511,0.003,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,680000,0.503,0.117,0.503,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,690000,0.503,0.128,0.507,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,700000,0.503,0.118,0.503,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,710000,0.501,0.115,0.505,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,720000,0.505,0.114,0.505,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,730000,0.502,0.115,0.508,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,740000,0.501,0.116,0.507,0.007,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,750000,0.500,0.113,0.508,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,760000,0.501,0.123,0.510,0.000,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,770000,0.505,0.120,0.505,0.003,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,780000,0.503,0.127,0.508,0.007,166.40,253.70,298.85,0.004
2021/11/17 13:59:42,790000,0.503,0.140,0.505,0.007,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,800000,0.508,0.110,0.503,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,810000,0.502,0.110,0.501,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,820000,0.507,0.116,0.511,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,830000,0.504,0.114,0.509,0.007,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,840000,0.502,0.122,0.518,0.007,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,850000,0.503,0.116,0.510,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,860000,0.503,0.119,0.506,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,870000,0.508,0.115,0.504,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,880000,0.508,0.129,0.516,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,890000,0.503,0.117,0.508,0.007,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,900000,0.504,0.130,0.507,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,910000,0.503,0.114,0.512,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,920000,0.503,0.130,0.513,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,930000,0.503,0.114,0.508,-0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,940000,0.505,0.114,0.507,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,950000,0.505,0.121,0.505,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,960000,0.503,0.126,0.514,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,970000,0.510,0.121,0.503,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,980000,0.504,0.117,0.508,0.007,166.35,253.70,298.85,0.004
2021/11/17 13:59:42,990000,0.500,0.121,0.511,0.013,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,000000,0.506,0.115,0.506,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,010000,0.500,0.127,0.503,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,020000,0.507,0.108,0.505,0.007,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,030000,0.498,0.115,0.507,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,040000,0.508,0.118,0.503,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,050000,0.506,0.121,0.508,0.003,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,060000,0.506,0.120,0.505,0.007,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,070000,0.503,0.115,0.508,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,080000,0.506,0.120,0.502,0.000,166.35,253.70,298.85,0.004
2021/11/17 13:59:43,090000,0.503,0.121,0.508,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,100000,0.500,0.117,0.504,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,110000,0.507,0.120,0.511,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,120000,0.504,0.117,0.513,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,130000,0.505,0.129,0.500,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,140000,0.502,0.114,0.516,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,150000,0.514,0.112,0.510,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,160000,0.513,0.115,0.509,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,170000,0.503,0.111,0.509,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,180000,0.514,0.114,0.508,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,190000,0.506,0.110,0.511,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,200000,0.504,0.135,0.504,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,210000,0.503,0.131,0.504,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,220000,0.500,0.117,0.504,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,230000,0.503,0.126,0.503,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,240000,0.501,0.114,0.505,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,250000,0.501,0.114,0.502,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,260000,0.510,0.122,0.511,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,270000,0.507,0.123,0.503,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,280000,0.500,0.134,0.508,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,290000,0.507,0.114,0.505,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,300000,0.505,0.111,0.515,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,310000,0.504,0.123,0.504,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,320000,0.498,0.115,0.506,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,330000,0.501,0.123,0.507,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,340000,0.508,0.119,0.507,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,350000,0.507,0.120,0.505,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,360000,0.503,0.106,0.504,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,370000,0.505,0.115,0.508,0.007,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,380000,0.500,0.121,0.506,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,390000,0.505,0.110,0.508,-0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,400000,0.501,0.131,0.505,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,410000,0.501,0.116,0.510,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,420000,0.502,0.120,0.507,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,430000,0.505,0.123,0.503,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,440000,0.508,0.116,0.506,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,450000,0.512,0.117,0.505,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,460000,0.502,0.133,0.507,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,470000,0.507,0.115,0.513,0.000,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,480000,0.507,0.120,0.503,0.003,166.35,253.70,298.80,0.004
2021/11/17 13:59:43,490000,0.503,0.129,0.506,0.003,166.35,253.70,298.80,0.004
